Fertilizer,Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorus
Calcium-Ammonium Nitrate,22,70,47,All soil types,269,2,5
Calcium-Ammonium Nitrate,31,58,60,All soil types,267,5,5
Calcium-Ammonium Nitrate,20,59,55,All soil types,269,5,0
Calcium-Ammonium Nitrate,23,61,57,All soil types,254,4,1
Calcium-Ammonium Nitrate,21,57,60,All soil types,259,1,9
Calcium-Ammonium Nitrate,32,51,55,All soil types,250,5,9
Calcium-Ammonium Nitrate,33,66,55,All soil types,259,2,0
Calcium-Ammonium Nitrate,25,67,57,All soil types,257,2,5
Calcium-Ammonium Nitrate,21,61,43,All soil types,250,2,5
Calcium-Ammonium Nitrate,22,54,45,All soil types,264,4,10
Calcium-Ammonium Nitrate,24,66,57,All soil types,256,2,5
Single Superphosphate,27,47,45,Neutral/Acidic,7,3,199
Single Superphosphate,19,65,38,Neutral/Acidic,0,8,179
Single Superphosphate,27,60,42,Neutral/Acidic,6,6,186
Single Superphosphate,30,65,35,Neutral/Acidic,8,1,196
Single Superphosphate,28,49,42,Neutral/Acidic,5,10,176
Single Superphosphate,26,52,49,Neutral/Acidic,5,3,167
Single Superphosphate,21,52,42,Neutral/Acidic,10,4,176
Single Superphosphate,27,54,50,Neutral/Acidic,1,5,195
Single Superphosphate,28,64,45,Neutral/Acidic,5,2,160
Single Superphosphate,26,53,44,Neutral/Acidic,9,4,199
Single Superphosphate,27,65,35,Neutral/Acidic,0,3,161
Single Superphosphate,19,50,40,Neutral/Acidic,8,6,163
Single Superphosphate,27,61,41,Neutral/Acidic,7,2,182
Single Superphosphate,23,53,49,Neutral/Acidic,4,6,169
Single Superphosphate,21,60,47,Neutral/Acidic,9,4,174
Single Superphosphate,23,55,40,Neutral/Acidic,9,2,193
Single Superphosphate,22,65,49,Neutral/Acidic,2,7,182
Single Superphosphate,19,47,40,Neutral/Acidic,5,1,166
Single Superphosphate,26,57,38,Neutral/Acidic,5,9,178
Single Superphosphate,29,54,36,Neutral/Acidic,8,2,192
Single Superphosphate,26,51,41,Neutral/Acidic,3,5,180
Single Superphosphate,24,55,45,Neutral/Acidic,2,5,173
Single Superphosphate,25,57,46,Neutral/Acidic,1,3,172
Single Superphosphate,20,47,49,Neutral/Acidic,2,5,189
Single Superphosphate,27,60,42,Neutral/Acidic,2,7,183
Single Superphosphate,25,56,41,Neutral/Acidic,6,1,169
Single Superphosphate,30,49,42,Neutral/Acidic,5,8,176
Single Superphosphate,28,52,36,Neutral/Acidic,10,5,170
Single Superphosphate,21,45,46,Neutral/Acidic,7,6,188
Single Superphosphate,26,55,37,Neutral/Acidic,3,8,181
Single Superphosphate,22,50,38,Neutral/Acidic,7,4,162
Single Superphosphate,26,49,48,Neutral/Acidic,4,9,164
Single Superphosphate,20,58,35,Neutral/Acidic,9,1,168
Single Superphosphate,28,60,46,Neutral/Acidic,9,5,163
Single Superphosphate,19,63,48,Neutral/Acidic,10,3,182
Single Superphosphate,30,60,50,Neutral/Acidic,6,7,192
Single Superphosphate,28,60,42,Neutral/Acidic,10,8,196
Single Superphosphate,22,63,48,Neutral/Acidic,6,10,166
Single Superphosphate,21,64,38,Neutral/Acidic,2,7,164
Single Superphosphate,28,48,42,Neutral/Acidic,8,5,183
Single Superphosphate,27,60,42,Neutral/Acidic,0,1,190
Single Superphosphate,28,51,42,Neutral/Acidic,5,1,199
Single Superphosphate,22,62,35,Neutral/Acidic,2,10,190
Single Superphosphate,19,49,47,Neutral/Acidic,4,4,165
Single Superphosphate,23,49,42,Neutral/Acidic,3,3,198
Single Superphosphate,23,58,48,Neutral/Acidic,8,2,162
Single Superphosphate,20,60,50,Neutral/Acidic,9,7,168
Single Superphosphate,24,56,36,Neutral/Acidic,2,5,162
Single Superphosphate,26,63,44,Neutral/Acidic,4,7,174
Single Superphosphate,27,61,49,Neutral/Acidic,4,3,168
Single Superphosphate,21,63,46,Neutral/Acidic,2,10,192
Single Superphosphate,18,63,35,Neutral/Acidic,2,2,199
Single Superphosphate,28,64,46,Neutral/Acidic,2,9,174
Single Superphosphate,18,48,45,Neutral/Acidic,4,6,186
Single Superphosphate,21,64,42,Neutral/Acidic,8,4,183
Single Superphosphate,27,52,47,Neutral/Acidic,4,9,187
Single Superphosphate,30,47,39,Neutral/Acidic,1,6,175
Single Superphosphate,28,56,40,Neutral/Acidic,8,1,166
Single Superphosphate,23,65,49,Neutral/Acidic,5,5,163
Single Superphosphate,22,51,50,Neutral/Acidic,0,8,195
Single Superphosphate,27,49,48,Neutral/Acidic,4,9,184
Single Superphosphate,22,59,48,Neutral/Acidic,9,1,183
Single Superphosphate,30,48,48,Neutral/Acidic,5,4,184
Single Superphosphate,27,58,47,Neutral/Acidic,3,8,187
Single Superphosphate,27,45,47,Neutral/Acidic,9,0,176
Single Superphosphate,23,60,45,Neutral/Acidic,8,7,161
Single Superphosphate,26,52,42,Neutral/Acidic,7,10,168
Single Superphosphate,22,47,39,Neutral/Acidic,10,4,195
Single Superphosphate,19,46,39,Neutral/Acidic,0,8,186
Single Superphosphate,21,60,41,Neutral/Acidic,2,6,162
Single Superphosphate,30,47,46,Neutral/Acidic,9,6,168
Single Superphosphate,28,53,42,Neutral/Acidic,0,3,167
Single Superphosphate,24,60,41,Neutral/Acidic,2,10,180
Single Superphosphate,26,50,39,Neutral/Acidic,9,0,169
Single Superphosphate,21,49,39,Neutral/Acidic,9,7,160
Single Superphosphate,18,50,44,Neutral/Acidic,4,2,190
Single Superphosphate,30,54,42,Neutral/Acidic,1,10,165
Single Superphosphate,28,59,36,Neutral/Acidic,2,8,172
Single Superphosphate,23,48,44,Neutral/Acidic,7,8,174
Single Superphosphate,30,64,35,Neutral/Acidic,9,1,185
Single Superphosphate,28,54,43,Neutral/Acidic,10,7,164
Single Superphosphate,19,58,37,Neutral/Acidic,6,8,170
Single Superphosphate,26,49,42,Neutral/Acidic,3,10,190
Single Superphosphate,23,62,41,Neutral/Acidic,10,4,163
Single Superphosphate,19,50,45,Neutral/Acidic,0,2,163
Single Superphosphate,26,48,45,Neutral/Acidic,10,3,192
Single Superphosphate,28,45,49,Neutral/Acidic,7,5,178
Single Superphosphate,19,45,35,Neutral/Acidic,9,5,195
Single Superphosphate,28,56,38,Neutral/Acidic,9,9,185
Single Superphosphate,23,65,45,Neutral/Acidic,0,6,162
Single Superphosphate,30,64,48,Neutral/Acidic,1,3,161
Single Superphosphate,29,52,46,Neutral/Acidic,3,6,184
Single Superphosphate,28,51,49,Neutral/Acidic,1,10,162
Single Superphosphate,23,51,41,Neutral/Acidic,1,10,167
Single Superphosphate,28,57,43,Neutral/Acidic,9,6,177
Single Superphosphate,26,54,41,Neutral/Acidic,9,8,190
Single Superphosphate,22,45,44,Neutral/Acidic,8,4,179
Single Superphosphate,30,56,38,Neutral/Acidic,1,10,197
Single Superphosphate,26,51,41,Neutral/Acidic,1,3,162
Single Superphosphate,18,64,43,Neutral/Acidic,6,2,166
Triple Superphosphate,20,48,44,Loamy/Clayey,6,2,453
Triple Superphosphate,24,59,50,Loamy/Clayey,6,9,448
Triple Superphosphate,18,48,41,Loamy/Clayey,7,6,449
Triple Superphosphate,24,64,46,Loamy/Clayey,5,1,448
Triple Superphosphate,27,55,35,Loamy/Clayey,4,6,456
Triple Superphosphate,23,51,36,Loamy/Clayey,1,7,456
Triple Superphosphate,19,65,50,Loamy/Clayey,7,9,441
Triple Superphosphate,22,50,37,Loamy/Clayey,8,0,459
Triple Superphosphate,21,63,45,Loamy/Clayey,8,4,453
Triple Superphosphate,25,63,35,Loamy/Clayey,1,3,460
Triple Superphosphate,22,45,35,Loamy/Clayey,6,10,455
Triple Superphosphate,24,61,41,Loamy/Clayey,8,8,454
Triple Superphosphate,20,50,41,Loamy/Clayey,3,8,442
Triple Superphosphate,28,56,35,Loamy/Clayey,3,0,448
Triple Superphosphate,22,56,44,Loamy/Clayey,3,5,453
Triple Superphosphate,22,47,37,Loamy/Clayey,3,6,451
Triple Superphosphate,22,51,35,Loamy/Clayey,9,10,454
Triple Superphosphate,23,48,40,Loamy/Clayey,1,2,455
Triple Superphosphate,29,45,45,Loamy/Clayey,6,7,444
Triple Superphosphate,20,50,43,Loamy/Clayey,3,8,451
Triple Superphosphate,20,49,50,Loamy/Clayey,7,8,445
Triple Superphosphate,30,53,38,Loamy/Clayey,2,3,460
Triple Superphosphate,20,60,50,Loamy/Clayey,4,2,446
Triple Superphosphate,23,63,49,Loamy/Clayey,1,0,460
Triple Superphosphate,26,64,35,Loamy/Clayey,5,10,450
Triple Superphosphate,28,62,41,Loamy/Clayey,7,0,441
Triple Superphosphate,24,51,44,Loamy/Clayey,10,1,447
Triple Superphosphate,18,55,38,Loamy/Clayey,10,5,454
Triple Superphosphate,25,64,49,Loamy/Clayey,4,7,446
Triple Superphosphate,19,48,44,Loamy/Clayey,9,0,459
Triple Superphosphate,26,56,38,Loamy/Clayey,4,9,445
Triple Superphosphate,18,58,44,Loamy/Clayey,6,9,444
Triple Superphosphate,23,59,38,Loamy/Clayey,0,6,458
Triple Superphosphate,23,62,42,Loamy/Clayey,8,9,441
Triple Superphosphate,27,49,35,Loamy/Clayey,0,1,452
Triple Superphosphate,24,62,42,Loamy/Clayey,1,5,457
Triple Superphosphate,25,46,50,Loamy/Clayey,8,10,458
Triple Superphosphate,27,54,44,Loamy/Clayey,9,1,454
Triple Superphosphate,21,51,36,Loamy/Clayey,7,0,441
Triple Superphosphate,24,62,41,Loamy/Clayey,6,9,448
Triple Superphosphate,21,56,46,Loamy/Clayey,2,9,441
Triple Superphosphate,25,49,46,Loamy/Clayey,1,3,449
Triple Superphosphate,23,52,49,Loamy/Clayey,9,1,448
Triple Superphosphate,28,46,38,Loamy/Clayey,9,10,450
Triple Superphosphate,30,57,36,Loamy/Clayey,1,6,447
Triple Superphosphate,22,54,38,Loamy/Clayey,2,2,451
Triple Superphosphate,19,47,39,Loamy/Clayey,5,2,460
Triple Superphosphate,27,62,44,Loamy/Clayey,5,3,440
Triple Superphosphate,27,62,48,Loamy/Clayey,0,1,451
Triple Superphosphate,28,48,35,Loamy/Clayey,8,2,456
Triple Superphosphate,29,65,42,Loamy/Clayey,4,10,442
Triple Superphosphate,24,45,42,Loamy/Clayey,1,8,440
Triple Superphosphate,29,55,44,Loamy/Clayey,9,0,456
Triple Superphosphate,25,58,42,Loamy/Clayey,0,2,449
Triple Superphosphate,30,57,39,Loamy/Clayey,3,1,453
Triple Superphosphate,30,45,36,Loamy/Clayey,0,1,454
Triple Superphosphate,28,50,38,Loamy/Clayey,10,3,454
Triple Superphosphate,26,49,50,Loamy/Clayey,1,10,455
Triple Superphosphate,30,64,35,Loamy/Clayey,10,6,450
Triple Superphosphate,18,63,38,Loamy/Clayey,3,6,444
Triple Superphosphate,21,53,49,Loamy/Clayey,10,10,456
Triple Superphosphate,25,45,45,Loamy/Clayey,8,3,451
Triple Superphosphate,23,56,36,Loamy/Clayey,5,0,454
Triple Superphosphate,30,48,35,Loamy/Clayey,0,4,440
Triple Superphosphate,20,51,39,Loamy/Clayey,5,9,454
Triple Superphosphate,21,52,45,Loamy/Clayey,8,2,456
Triple Superphosphate,27,62,40,Loamy/Clayey,6,0,449
Triple Superphosphate,19,53,35,Loamy/Clayey,10,4,442
Triple Superphosphate,29,51,42,Loamy/Clayey,5,9,456
Triple Superphosphate,18,63,42,Loamy/Clayey,6,7,443
Triple Superphosphate,27,57,48,Loamy/Clayey,0,5,454
Triple Superphosphate,30,48,43,Loamy/Clayey,6,0,447
Triple Superphosphate,19,57,49,Loamy/Clayey,3,0,446
Triple Superphosphate,27,45,41,Loamy/Clayey,0,3,442
Triple Superphosphate,18,49,45,Loamy/Clayey,5,4,459
Triple Superphosphate,20,63,50,Loamy/Clayey,2,0,450
Triple Superphosphate,21,48,36,Loamy/Clayey,2,1,449
Triple Superphosphate,19,56,37,Loamy/Clayey,5,0,453
Triple Superphosphate,29,60,42,Loamy/Clayey,7,8,445
Triple Superphosphate,30,48,45,Loamy/Clayey,7,6,460
Triple Superphosphate,23,61,39,Loamy/Clayey,8,1,442
Triple Superphosphate,19,48,44,Loamy/Clayey,5,7,449
Triple Superphosphate,22,63,40,Loamy/Clayey,5,10,456
Triple Superphosphate,21,62,50,Loamy/Clayey,3,2,443
Triple Superphosphate,23,52,40,Loamy/Clayey,7,3,441
Triple Superphosphate,20,65,45,Loamy/Clayey,9,0,456
Triple Superphosphate,19,49,46,Loamy/Clayey,7,9,457
Triple Superphosphate,20,62,46,Loamy/Clayey,7,5,443
Triple Superphosphate,28,56,37,Loamy/Clayey,1,3,451
Triple Superphosphate,19,46,44,Loamy/Clayey,0,0,454
Triple Superphosphate,30,62,49,Loamy/Clayey,5,2,449
Triple Superphosphate,27,55,37,Loamy/Clayey,5,2,454
Triple Superphosphate,20,63,45,Loamy/Clayey,8,8,456
Triple Superphosphate,22,55,49,Loamy/Clayey,0,2,440
Triple Superphosphate,21,48,37,Loamy/Clayey,6,8,459
Triple Superphosphate,26,57,48,Loamy/Clayey,9,2,455
Triple Superphosphate,24,56,49,Loamy/Clayey,2,10,458
Triple Superphosphate,27,52,45,Loamy/Clayey,4,7,445
Triple Superphosphate,25,49,36,Loamy/Clayey,2,1,443
Triple Superphosphate,29,55,45,Loamy/Clayey,3,0,443
MAP,26,64,41,Acidic/Neutral,112,7,500
MAP,19,64,37,Acidic/Neutral,108,0,500
MAP,27,49,45,Acidic/Neutral,117,9,495
MAP,27,49,43,Acidic/Neutral,114,2,485
MAP,25,56,46,Acidic/Neutral,118,1,495
MAP,18,58,49,Acidic/Neutral,106,10,499
MAP,30,54,42,Acidic/Neutral,114,9,482
MAP,29,56,47,Acidic/Neutral,111,6,492
MAP,21,62,44,Acidic/Neutral,109,3,492
MAP,22,57,37,Acidic/Neutral,102,3,493
MAP,19,55,44,Acidic/Neutral,116,5,488
MAP,25,48,37,Acidic/Neutral,103,0,485
MAP,21,62,43,Acidic/Neutral,117,6,492
MAP,28,46,40,Acidic/Neutral,104,2,482
MAP,21,65,48,Acidic/Neutral,115,7,484
MAP,23,61,42,Acidic/Neutral,100,9,498
MAP,20,50,46,Acidic/Neutral,106,1,481
MAP,30,55,49,Acidic/Neutral,111,0,491
MAP,26,53,43,Acidic/Neutral,112,7,480
MAP,21,61,44,Acidic/Neutral,110,3,499
MAP,26,52,42,Acidic/Neutral,101,1,485
MAP,30,62,49,Acidic/Neutral,110,0,492
MAP,30,55,46,Acidic/Neutral,111,0,485
MAP,29,61,35,Acidic/Neutral,114,7,484
MAP,21,49,37,Acidic/Neutral,119,7,497
MAP,20,58,36,Acidic/Neutral,100,9,487
MAP,18,54,40,Acidic/Neutral,116,0,487
MAP,29,52,44,Acidic/Neutral,102,4,487
MAP,23,47,35,Acidic/Neutral,103,1,480
MAP,24,45,44,Acidic/Neutral,113,3,496
MAP,21,63,40,Acidic/Neutral,112,1,485
MAP,26,58,50,Acidic/Neutral,108,5,482
MAP,21,48,37,Acidic/Neutral,109,7,490
MAP,25,58,50,Acidic/Neutral,119,7,484
MAP,18,46,36,Acidic/Neutral,101,4,487
MAP,29,56,38,Acidic/Neutral,101,1,489
MAP,29,54,45,Acidic/Neutral,104,0,488
MAP,25,60,41,Acidic/Neutral,103,1,481
MAP,20,49,42,Acidic/Neutral,111,5,495
MAP,27,65,43,Acidic/Neutral,104,7,480
MAP,20,61,48,Acidic/Neutral,113,2,496
MAP,26,64,35,Acidic/Neutral,107,9,482
MAP,21,61,35,Acidic/Neutral,105,8,482
MAP,27,49,50,Acidic/Neutral,115,8,489
MAP,30,62,37,Acidic/Neutral,117,1,489
MAP,22,53,39,Acidic/Neutral,111,7,492
MAP,28,65,40,Acidic/Neutral,118,3,499
MAP,28,52,45,Acidic/Neutral,106,5,481
MAP,22,64,35,Acidic/Neutral,110,1,484
MAP,20,49,47,Acidic/Neutral,105,4,495
MAP,30,45,46,Acidic/Neutral,106,10,481
MAP,27,45,38,Acidic/Neutral,120,0,499
MAP,29,48,41,Acidic/Neutral,117,2,484
MAP,26,57,37,Acidic/Neutral,102,5,488
MAP,19,63,42,Acidic/Neutral,110,2,496
MAP,18,48,49,Acidic/Neutral,113,8,480
MAP,21,59,35,Acidic/Neutral,112,8,488
MAP,25,51,46,Acidic/Neutral,116,5,494
MAP,20,49,46,Acidic/Neutral,117,9,487
MAP,25,53,39,Acidic/Neutral,102,7,488
MAP,23,47,48,Acidic/Neutral,102,2,484
MAP,26,54,45,Acidic/Neutral,110,5,498
MAP,24,55,50,Acidic/Neutral,107,6,494
MAP,25,48,35,Acidic/Neutral,100,8,495
MAP,20,51,41,Acidic/Neutral,116,2,492
MAP,23,54,42,Acidic/Neutral,114,7,481
MAP,30,58,49,Acidic/Neutral,119,4,492
MAP,23,61,36,Acidic/Neutral,101,4,500
MAP,18,47,38,Acidic/Neutral,119,6,488
MAP,27,54,35,Acidic/Neutral,113,10,497
MAP,29,53,42,Acidic/Neutral,103,4,492
MAP,20,58,38,Acidic/Neutral,110,9,488
MAP,24,64,41,Acidic/Neutral,100,5,491
MAP,29,53,50,Acidic/Neutral,114,8,488
MAP,21,48,38,Acidic/Neutral,102,8,493
MAP,19,58,43,Acidic/Neutral,118,2,493
MAP,25,48,45,Acidic/Neutral,108,1,498
MAP,20,47,47,Acidic/Neutral,118,3,494
MAP,29,59,36,Acidic/Neutral,101,9,498
MAP,26,50,47,Acidic/Neutral,102,2,486
MAP,20,49,38,Acidic/Neutral,104,5,493
MAP,25,56,45,Acidic/Neutral,110,1,490
MAP,20,58,40,Acidic/Neutral,116,4,496
MAP,26,46,42,Acidic/Neutral,118,9,495
MAP,30,57,48,Acidic/Neutral,103,3,499
MAP,26,46,38,Acidic/Neutral,101,9,496
MAP,28,57,46,Acidic/Neutral,102,8,499
MAP,30,51,50,Acidic/Neutral,101,3,483
MAP,30,48,46,Acidic/Neutral,107,3,496
MAP,25,52,45,Acidic/Neutral,103,10,491
MAP,29,54,47,Acidic/Neutral,116,2,499
MAP,29,45,35,Acidic/Neutral,117,4,494
MAP,24,60,44,Acidic/Neutral,106,8,482
MAP,29,56,36,Acidic/Neutral,111,9,491
MAP,21,64,40,Acidic/Neutral,114,9,493
MAP,19,50,50,Acidic/Neutral,108,5,483
MAP,26,64,44,Acidic/Neutral,112,2,494
MAP,28,53,44,Acidic/Neutral,108,0,493
MAP,22,50,41,Acidic/Neutral,118,2,498
MAP,24,53,37,Acidic/Neutral,115,0,493
Rock Phosphate,30,64,42,Acidic/Neutral,3,3,298
Rock Phosphate,23,61,40,Acidic/Neutral,0,4,297
Rock Phosphate,25,66,54,Acidic/Neutral,4,6,292
Rock Phosphate,26,50,47,Acidic/Neutral,10,9,300
Rock Phosphate,33,58,57,Acidic/Neutral,1,6,281
Rock Phosphate,28,54,53,Acidic/Neutral,0,2,291
Rock Phosphate,32,67,56,Acidic/Neutral,4,2,286
Rock Phosphate,26,59,49,Acidic/Neutral,2,2,282
Rock Phosphate,20,66,57,Acidic/Neutral,3,0,300
Rock Phosphate,35,60,55,Acidic/Neutral,10,3,292
Rock Phosphate,34,69,52,Acidic/Neutral,2,6,299
Rock Phosphate,26,55,51,Acidic/Neutral,1,9,281
Rock Phosphate,20,58,49,Acidic/Neutral,3,5,286
Rock Phosphate,35,61,57,Acidic/Neutral,4,2,294
Rock Phosphate,21,54,59,Acidic/Neutral,2,1,293
Rock Phosphate,30,52,44,Acidic/Neutral,9,1,297
Rock Phosphate,31,53,43,Acidic/Neutral,7,6,285
Rock Phosphate,28,57,48,Acidic/Neutral,5,3,286
Rock Phosphate,24,60,40,Acidic/Neutral,9,3,294
Rock Phosphate,31,53,48,Acidic/Neutral,10,8,286
Rock Phosphate,26,53,56,Acidic/Neutral,7,8,300
Rock Phosphate,20,61,49,Acidic/Neutral,1,8,286
Rock Phosphate,29,68,41,Acidic/Neutral,1,5,283
Rock Phosphate,25,65,50,Acidic/Neutral,0,6,294
Rock Phosphate,33,61,45,Acidic/Neutral,3,0,287
Rock Phosphate,24,52,60,Acidic/Neutral,1,3,293
Rock Phosphate,28,57,45,Acidic/Neutral,10,7,292
Rock Phosphate,21,56,56,Acidic/Neutral,6,3,291
Rock Phosphate,25,57,48,Acidic/Neutral,3,8,293
Rock Phosphate,28,50,55,Acidic/Neutral,7,8,297
Rock Phosphate,35,53,53,Acidic/Neutral,9,7,293
Rock Phosphate,23,64,44,Acidic/Neutral,2,10,296
Rock Phosphate,31,61,55,Acidic/Neutral,1,8,281
Rock Phosphate,24,59,44,Acidic/Neutral,4,2,282
Rock Phosphate,26,59,41,Acidic/Neutral,3,9,282
Rock Phosphate,27,65,52,Acidic/Neutral,4,6,299
Rock Phosphate,23,59,51,Acidic/Neutral,2,0,280
Rock Phosphate,26,52,59,Acidic/Neutral,2,5,297
Rock Phosphate,31,69,46,Acidic/Neutral,8,10,289
Rock Phosphate,31,69,41,Acidic/Neutral,5,10,281
Rock Phosphate,20,63,55,Acidic/Neutral,4,9,297
Rock Phosphate,27,67,48,Acidic/Neutral,3,0,298
Rock Phosphate,34,58,56,Acidic/Neutral,10,4,288
Rock Phosphate,26,63,55,Acidic/Neutral,1,0,284
Rock Phosphate,28,57,47,Acidic/Neutral,4,8,299
Rock Phosphate,24,56,55,Acidic/Neutral,7,8,297
Rock Phosphate,33,57,40,Acidic/Neutral,3,1,289
Rock Phosphate,31,51,41,Acidic/Neutral,5,0,284
Rock Phosphate,34,64,58,Acidic/Neutral,8,0,286
Rock Phosphate,30,63,45,Acidic/Neutral,10,1,291
Rock Phosphate,22,59,54,Acidic/Neutral,6,4,296
Rock Phosphate,20,61,50,Acidic/Neutral,10,0,283
Rock Phosphate,35,67,40,Acidic/Neutral,10,2,299
Rock Phosphate,23,62,60,Acidic/Neutral,4,5,288
Rock Phosphate,28,63,59,Acidic/Neutral,7,9,295
Rock Phosphate,21,54,45,Acidic/Neutral,7,4,297
Rock Phosphate,27,63,50,Acidic/Neutral,6,7,295
Rock Phosphate,30,61,46,Acidic/Neutral,10,9,296
Rock Phosphate,26,70,53,Acidic/Neutral,7,5,285
Rock Phosphate,34,67,46,Acidic/Neutral,2,9,287
Rock Phosphate,29,59,49,Acidic/Neutral,4,5,289
Rock Phosphate,32,52,44,Acidic/Neutral,10,2,289
Rock Phosphate,20,51,45,Acidic/Neutral,8,3,282
Rock Phosphate,31,67,54,Acidic/Neutral,4,0,285
Rock Phosphate,24,63,56,Acidic/Neutral,9,4,286
Rock Phosphate,28,55,50,Acidic/Neutral,3,0,297
Rock Phosphate,35,65,46,Acidic/Neutral,8,3,286
Rock Phosphate,30,62,47,Acidic/Neutral,0,5,280
Rock Phosphate,28,58,46,Acidic/Neutral,2,5,297
Rock Phosphate,31,55,43,Acidic/Neutral,10,3,286
Rock Phosphate,24,56,53,Acidic/Neutral,6,1,289
Rock Phosphate,27,70,54,Acidic/Neutral,2,1,295
Rock Phosphate,23,58,46,Acidic/Neutral,9,6,285
Rock Phosphate,27,57,55,Acidic/Neutral,0,10,300
Rock Phosphate,33,64,48,Acidic/Neutral,3,10,292
Rock Phosphate,21,64,47,Acidic/Neutral,2,1,292
Rock Phosphate,25,59,51,Acidic/Neutral,2,0,300
Rock Phosphate,35,50,46,Acidic/Neutral,6,5,292
Rock Phosphate,34,65,51,Acidic/Neutral,3,9,280
Rock Phosphate,33,52,54,Acidic/Neutral,5,4,280
Rock Phosphate,30,50,51,Acidic/Neutral,6,10,280
Rock Phosphate,29,62,47,Acidic/Neutral,9,0,289
Rock Phosphate,34,60,51,Acidic/Neutral,10,0,295
Rock Phosphate,35,68,52,Acidic/Neutral,9,7,292
Rock Phosphate,35,54,48,Acidic/Neutral,1,0,294
Rock Phosphate,29,65,47,Acidic/Neutral,3,6,284
Rock Phosphate,30,60,46,Acidic/Neutral,1,4,286
Rock Phosphate,29,55,50,Acidic/Neutral,4,10,287
Rock Phosphate,25,54,45,Acidic/Neutral,1,7,291
Rock Phosphate,23,56,54,Acidic/Neutral,3,3,297
Rock Phosphate,29,50,58,Acidic/Neutral,0,7,289
Rock Phosphate,27,63,54,Acidic/Neutral,1,0,295
Rock Phosphate,22,68,56,Acidic/Neutral,9,10,295
Rock Phosphate,28,57,42,Acidic/Neutral,10,9,300
Rock Phosphate,34,56,41,Acidic/Neutral,4,9,289
Rock Phosphate,21,69,43,Acidic/Neutral,2,5,283
Rock Phosphate,33,63,53,Acidic/Neutral,3,3,295
Rock Phosphate,32,63,41,Acidic/Neutral,7,5,285
Rock Phosphate,24,64,58,Acidic/Neutral,6,7,286
Rock Phosphate,27,64,53,Acidic/Neutral,9,4,289
Muriate of Potash,22,68,55,Neutral/Alkaline,3,606,9
Muriate of Potash,20,54,47,Neutral/Alkaline,8,608,2
Muriate of Potash,33,61,41,Neutral/Alkaline,7,610,10
Muriate of Potash,34,63,45,Neutral/Alkaline,3,603,3
Muriate of Potash,34,62,48,Neutral/Alkaline,2,615,7
Muriate of Potash,32,58,60,Neutral/Alkaline,2,617,9
Muriate of Potash,27,67,51,Neutral/Alkaline,10,607,0
Muriate of Potash,24,72,52,Neutral/Alkaline,7,604,7
Muriate of Potash,21,56,48,Neutral/Alkaline,4,606,3
Muriate of Potash,23,70,41,Neutral/Alkaline,1,608,3
Muriate of Potash,32,50,45,Neutral/Alkaline,6,609,7
Muriate of Potash,35,58,40,Neutral/Alkaline,6,619,8
Muriate of Potash,33,54,57,Neutral/Alkaline,2,620,7
Muriate of Potash,22,50,51,Neutral/Alkaline,2,618,9
Muriate of Potash,26,58,48,Neutral/Alkaline,6,616,3
Muriate of Potash,21,60,57,Neutral/Alkaline,7,616,8
Muriate of Potash,33,68,46,Neutral/Alkaline,4,612,6
Muriate of Potash,26,59,50,Neutral/Alkaline,2,607,0
Muriate of Potash,28,51,55,Neutral/Alkaline,4,602,7
Muriate of Potash,31,62,60,Neutral/Alkaline,3,616,10
Muriate of Potash,21,71,58,Neutral/Alkaline,3,605,7
Muriate of Potash,28,57,42,Neutral/Alkaline,2,603,1
Muriate of Potash,35,70,50,Neutral/Alkaline,6,608,0
Muriate of Potash,32,55,57,Neutral/Alkaline,10,600,4
Muriate of Potash,34,63,57,Neutral/Alkaline,8,614,7
Muriate of Potash,24,66,44,Neutral/Alkaline,7,615,8
Muriate of Potash,33,59,53,Neutral/Alkaline,2,607,10
Muriate of Potash,28,58,57,Neutral/Alkaline,5,600,4
Muriate of Potash,27,58,46,Neutral/Alkaline,2,610,5
Muriate of Potash,30,74,47,Neutral/Alkaline,4,619,0
Muriate of Potash,26,74,53,Neutral/Alkaline,10,610,2
Muriate of Potash,33,53,45,Neutral/Alkaline,0,609,9
Muriate of Potash,30,60,58,Neutral/Alkaline,6,604,5
Muriate of Potash,35,52,42,Neutral/Alkaline,9,601,5
Muriate of Potash,29,61,56,Neutral/Alkaline,5,619,5
Muriate of Potash,21,59,57,Neutral/Alkaline,8,618,10
Muriate of Potash,22,54,48,Neutral/Alkaline,6,614,1
Muriate of Potash,34,58,50,Neutral/Alkaline,10,603,9
Muriate of Potash,32,51,58,Neutral/Alkaline,6,619,5
Muriate of Potash,31,70,50,Neutral/Alkaline,7,614,3
Muriate of Potash,24,70,48,Neutral/Alkaline,7,602,0
Muriate of Potash,25,56,56,Neutral/Alkaline,1,603,8
Muriate of Potash,23,75,49,Neutral/Alkaline,5,612,1
Muriate of Potash,33,63,49,Neutral/Alkaline,2,618,3
Muriate of Potash,20,67,50,Neutral/Alkaline,6,616,2
Muriate of Potash,32,66,58,Neutral/Alkaline,8,611,6
Muriate of Potash,30,73,51,Neutral/Alkaline,3,611,3
Muriate of Potash,29,57,60,Neutral/Alkaline,1,608,4
Muriate of Potash,29,54,40,Neutral/Alkaline,3,617,2
